audio_filename,transcript,TTS,source
dataset/Synthetic/UWB/uwb-atcc_APP-21GmJN_004514_004929_PI_glm_l2arctic.wav,descend flight level nine zero and one one nine decimal zero csa four eight one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-21GmJN_005035_005689_PIAT_glm_l2arctic.wav,for confirmation cleared level for austrian seven zero nine one three zero affirm flight level one three zero correct,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-21GmJN_005689_005942_PI_glm_l2arctic.wav,austrian seven two nine thank you,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-22TkOA_000121_000305_PI_glm_l2arctic.wav,from vlasim flight level two unreadable,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-22TkOA_000305_000957_PIAT_glm_l2arctic.wav,two four eight three air france two four eight three contact praha radar one two zero decimal two seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-22TkOA_001160_001255_PI_glm_l2arctic.wav,two four eight two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_000057_000628_PI_glm_l2arctic.wav,radar sierra papa alfa victor alfa good evening flight level one two zero direc direct bavok,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_000733_001242_AT_glm_l2arctic.wav,s papa alfa victor alfa good evening praha radar roger radar contact maintain flight level one two zer,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_001372_001553_PI_glm_l2arctic.wav,fl one two zero sierra victor al,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_002365_002859_PI_glm_l2arctic.wav,praha sierra victor alfa request flight level one three zero due to,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_002990_003329_AT_glm_l2arctic.wav,s papa alfa victor alfa roger climb flight level one three zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-24k7iw_003425_003711_PI_glm_l2arctic.wav,climb flight level one three zero sierra victor alfa,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-26jB7c_000000_000370_AT_glm_l2arctic.wav,papa golf to the left heading three one zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-26jB7c_000398_000606_PI_glm_l2arctic.wav,heading three one zero papa golf,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-26jB7c_000729_001116_AT_glm_l2arctic.wav,wizz air four romeo papa sorry runway one three for landing,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-26jB7c_001148_001348_PI_glm_l2arctic.wav,affirm runway one three thank you very much anyway goo,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-27kgPn_000128_000523_AT_glm_l2arctic.wav,easy two five eight quebec contact radar one two zero two seven five by,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-27kgPn_000577_000852_PI_glm_l2arctic.wav,two zero two seven five good day easy two five eight quebec good bye,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_000102_000342_AT_glm_l2arctic.wav,speed bird eight two zero turn left heading zero eight zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_000717_001176_AT_glm_l2arctic.wav,n two six nine six sierra descend flight level eight zero intercept localizer runway three one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_001421_001547_PI_glm_l2arctic.wav,two six nine six sierra,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_001787_001994_AT_glm_l2arctic.wav,n two six nine six sierra your read back,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_002084_002235_PI_glm_l2arctic.wav,say again for two six nine six,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_002282_002856_AT_glm_l2arctic.wav,n two six nine six sierra descend flight level eight zero and intercept localizer runway three one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_002906_003254_PI_glm_l2arctic.wav,down to eight zero intercept localizer runway three one two six nine six sierra,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_003384_004000_PI_glm_l2arctic.wav,radar hello klm five six tango out of two thousand eight hundred climbing five thousand to two bravo,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_004068_004470_AT_glm_l2arctic.wav,klm five six tango praha radar radar contact climb flight level one six zero no speed,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_004533_004762_PI_glm_l2arctic.wav,fl one six zero roger klm five six tango,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_005267_005646_AT_glm_l2arctic.wav,zero five one descend flight level seven zero reduce speed two two zero knots,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_005768_006086_PI_glm_l2arctic.wav,speed two two zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_006489_006958_AT_glm_l2arctic.wav,swiss one two four bravo descend four thousand feet qnh one zero two one maintain present speed,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_006980_007347_PI_glm_l2arctic.wav,qnh one two two one swiss one two four bravo,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_007497_007625_PI_glm_l2arctic.wav,s papa sierra golf,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_008391_008640_AT_glm_l2arctic.wav,czech air force five two one descend flight level one zero zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_008669_008921_PI_glm_l2arctic.wav,descending to flight level one zero zero czech air force five two one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_009007_009349_PIAT_glm_l2arctic.wav,n two six nine six sierra is on the localizer roger,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_009393_009790_PIAT_glm_l2arctic.wav,speed bird eight six zero turn left heading zero four zero heading zero four zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_009913_010448_PIAT_glm_l2arctic.wav,swiss one two four bravo turn left heading zero three zero heading zero three zero swiss one two four b,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_010530_011239_PI_glm_l2arctic.wav,and speed bird eight six zero moderate turbulence below eight thousand,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_011782_012103_AT_glm_l2arctic.wav,klm five six tango proceed direct rap varik,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_012269_012367_PI_glm_l2arctic.wav,klm five six tan,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_012560_012806_AT_glm_l2arctic.wav,czech force five two one descend flight level nine zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_012826_013016_PI_glm_l2arctic.wav,descending to flight level nine zero czech force,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_013786_014216_AT_glm_l2arctic.wav,n two nine six six sierra reduce speed one nine zero knots,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_014263_014512_AT_glm_l2arctic.wav,slowing one nine zero two six nine six sierra,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_014535_015028_PIAT_glm_l2arctic.wav,swiss one two four bravo turn left heading zero two zero left heading zero two zero swiss one two four b,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_015028_015411_AT_glm_l2arctic.wav,speed bird eight six zero turn left heading three three zero cleared ils three one report when established,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_015437_015619_PI_glm_l2arctic.wav,three three zero report ils three,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_015872_016277_AT_glm_l2arctic.wav,klm five six tango contact praha radar one two zero decimal two seven five good bye,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_016375_016579_PI_glm_l2arctic.wav,two zero two seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_017107_017430_AT_glm_l2arctic.wav,czech force five two one descend four thousand feet qhn one zero two one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33pYrA_017485_017829_PI_glm_l2arctic.wav,four thousand feet qnh one zero two one czech air force five two one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-33Xnc6_000061_000426_AT_glm_l2arctic.wav,lufthansa eight echo november make descent within one minute in tma praha,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-36nGRq_000072_000484_AT_glm_l2arctic.wav,lufthansa two victor charlie descend four thousand feet qnh one zero one ei,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-36nGRq_000599_000871_PI_glm_l2arctic.wav,lufthansa two victor charlie descend four thousand one zero one ei,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-36OOIA_000136_000491_PI_glm_l2arctic.wav,radar jobair zero seven papa inbound vlm descen,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-36OOIA_000543_000678_PI_glm_l2arctic.wav,four zero november one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-36OOIA_000786_001392_AT_glm_l2arctic.wav,jobair zero five one papa radar contact descend flight level one zero zero after vlm intercept localizer three one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-39HqBh_001052_001283_AT_glm_l2arctic.wav,sierra charlie lima turn left heading zero eight zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-39HqBh_001346_001569_PI_glm_l2arctic.wav,head zero eight zero easy nine charlie lima,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-39HqBh_001684_002292_AT_glm_l2arctic.wav,csa two eight seven reduce speed one six zero till four miles final contact ruzyne tower one one eight decimal one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-39HqBh_002373_002485_PI_glm_l2arctic.wav,ing one six zero until fou,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_000243_000720_PI_glm_l2arctic.wav,approach csa four two zero one thousand six hundred,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_000720_001154_AT_glm_l2arctic.wav,csa four two zero radar radar contact climb flight level one six zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_001215_001446_PI_glm_l2arctic.wav,climb flight level one six zero csa four two zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_001561_001997_PI_glm_l2arctic.wav,hotel delta sierra descending flight level one seven zero on course to somis,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_002124_002749_AT_glm_l2arctic.wav,bee line eight hotel sierra radar good evening radar contact descend flight level eight zero no speed limit romeo information and,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_002749_002971_AT_glm_l2arctic.wav,fly heading zero six zero radar vectoring,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_003011_003540_PI_glm_l2arctic.wav,heading zero six zero no speed restriction zero hotel,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-44WhLZ_004824_005461_PIAT_glm_l2arctic.wav,and confirm for bee line eight hotel sierra descending level eight zero affirm eight zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-53l3Kd_000000_000468_AT_glm_l2arctic.wav,csa nine three delta turn left heading one nine zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-53l3Kd_000533_000805_PI_glm_l2arctic.wav,turn left heading one nine zero csa nine three delta,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-55ypG9_000118_000892_AT_glm_l2arctic.wav,lufthansa two victor charlie descend flight level seven zero turn left heading zero six five vectorin for ils approach runway one three,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-55ypG9_001053_001286_PI_glm_l2arctic.wav,two victor charlie left turn heading zero six,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-55ypG9_001341_001416_PI_glm_l2arctic.wav,scend flight level se,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_000000_000627_PI_glm_l2arctic.wav,praha approach csa seven three one flight level two three eight descending flight level one seven zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_000627_000868_PI_glm_l2arctic.wav,with information papa one zero two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_000935_001507_AT_glm_l2arctic.wav,csa seven three two one praha radar contact descend flight level one zero zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_001549_002310_AT_glm_l2arctic.wav,proceed direct to waypoint papa romeo nine one two for shortcut and do me a favour and fly as fast as possible to be number one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_002424_002916_PI_glm_l2arctic.wav,we we are proceeding to papa romeo nine,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_003078_003608_AT_glm_l2arctic.wav,affirm flight level sorry descend flight level one zero zero papa romeo nine one two and higher sp,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-60Y1i9_003661_004236_PI_glm_l2arctic.wav,yes we re high speed descending flight level one hundred and left direct papa romeo nine one two csa seven three one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_000283_000537_PI_glm_l2arctic.wav,approach malev eight two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_000566_001242_PI_glm_l2arctic.wav,our inbound papa romeo nine five zero passing two one zero descending one five zero information romeo one zero one nin,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_001320_001882_AT_glm_l2arctic.wav,malev eight two four radar radar contact descend flight level one zero zero romeo information no speed,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_001987_002226_PI_glm_l2arctic.wav,one zero zero romeo on board no s,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_003180_003436_PI_glm_l2arctic.wav,radar one three airport runway one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-62R7wM_003675_003956_AT_glm_l2arctic.wav,three one three radar radar contact,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-65bOSk_000077_000354_PI_glm_l2arctic.wav,reaching flight level one zero zero csa one delta zulu,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-65bOSk_000401_001041_PIAT_glm_l2arctic.wav,yes one and a half minute to tma or would you like echo air space no we ll wait roger,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-084uxa_000122_000688_AT_glm_l2arctic.wav,csa three seven bravo contact ruzyne radar one one nine decimal zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-084uxa_001657_002085_PIAT_glm_l2arctic.wav,csa eight five seven descend flight level one two zero descending one two zero csa eight fi,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_000056_000252_PI_glm_l2arctic.wav,praha radar good evening el al five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_000549_000733_PI_glm_l2arctic.wav,ding one seven zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_000811_001544_AT_glm_l2arctic.wav,good evening el al five two one radar radar contact descend flight level one zero zero high speed approved and information papa,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_001680_001927_PI_glm_l2arctic.wav,descend one zero zero high speed approved info,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_002335_002867_PI_glm_l2arctic.wav,praha good evening quality nine one romeo information papa flight level one two zero to,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_002977_003767_AT_glm_l2arctic.wav,good evening quality nine one romeo radar radar contact descend flight level one zero zero present speed or less and papa information,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_003856_004177_PI_glm_l2arctic.wav,roger we descend descend one hundred with the present speed or le,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_005598_006117_AT_glm_l2arctic.wav,austrian seven one two zulu contact praha radar one two seven decimal eight two five good bye,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_006229_006398_PI_glm_l2arctic.wav,two seven eight two five aust,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_007033_007306_AT_glm_l2arctic.wav,el al five two one proceed direct to evemi,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-84A8o4_007598_007851_PI_glm_l2arctic.wav,direct evemi el al five two one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-95KAKt_000000_000473_AT_glm_l2arctic.wav,britair nine zero three descend flight level nine zero and contact ruzyne radar one one nine decimal zero good bye,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-95KAKt_000551_000811_PI_glm_l2arctic.wav,one one nine zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-99F7D7_000076_000619_AT_glm_l2arctic.wav,csa five alfa juliett contact praha radar one one eight decimal three seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-99F7D7_000682_000978_PI_glm_l2arctic.wav,one one eight three seven five csa five alfa juliett,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_000092_000694_PI_glm_l2arctic.wav,praha radar time air six one two papa descending flight level one five zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_000747_000821_PI_glm_l2arctic.wav,one zero two two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_000897_001109_AT_glm_l2arctic.wav,time air six one two papa,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_001140_001460_AT_glm_l2arctic.wav,praha radar radar contact descend flight level one three zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_001512_001816_PI_glm_l2arctic.wav,descend flight level one three zero and,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-210LSL_002017_002424_AT_glm_l2arctic.wav,six one two papa expect shortcut in five or six minutes,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-490nTF_000105_000369_AT_glm_l2arctic.wav,lufthansa four tango papa reduce speed two two zero knots,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-516F3K_000069_000292_PI_glm_l2arctic.wav,approaching flight level one six zero two ni,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-516F3K_000364_000712_AT_glm_l2arctic.wav,to higher call radar one two zero decimal two seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-516F3K_000805_000948_PI_glm_l2arctic.wav,one two zero two seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-778ivO_000000_000513_AT_glm_l2arctic.wav,air france one zero eight two descend altitude four thousand feet qnh one zero one eight,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-778ivO_000566_000897_PI_glm_l2arctic.wav,descending four thousand feet one zero one eight air france four one zero eight,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-811fdT_000151_000538_AT_glm_l2arctic.wav,wizz air five nine one contact praha radar one two zero decimal two seven fi,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-3684r1_000108_000662_PIAT_glm_l2arctic.wav,lufthansa nine lima charlie climb flight level one four zero climb level one four zero lufthansa nine lima charlie,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A1Dvn7_000000_000425_AT_glm_l2arctic.wav,csa four nine three so continue on present heading for radar vectoring,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A1Dvn7_000471_000650_PI_glm_l2arctic.wav,continue present heading csa four nine three,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A1Dvn7_000882_001067_AT_glm_l2arctic.wav,csa seven seven three report establi,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_000128_000679_PI_glm_l2arctic.wav,praha sierra papa romeo alfa echo on direct artup flight level one hundred squawk seven two three two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_000801_001142_AT_glm_l2arctic.wav,hello sierra papa romeo alfa echo praha radar radar contact,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_001456_001855_PI_glm_l2arctic.wav,praha radar oscar kilo mike echo papa flight level six zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_001912_002043_PI_glm_l2arctic.wav,bound vodochody good day,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_002233_002616_AT_glm_l2arctic.wav,oscar echo mike echo papa praha radar radar contact contact,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_002638_002971_AT_glm_l2arctic.wav,praha radar one two zero decimal five two five good bye,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2E3kv_003296_003688_PI_glm_l2arctic.wav,one two zero decimal five two five oscar kilo mike echo papa,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2OJWS_000000_000532_AT_glm_l2arctic.wav,lufthansa seven echo lima contact praha radar one two zero decimal two seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a2OJWS_000716_000905_PI_glm_l2arctic.wav,one two zero two seven,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_000184_000636_AT_glm_l2arctic.wav,csa three delta lima contact radar one one eight decimal three seven five,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_000706_000957_PI_glm_l2arctic.wav,one one eight three seven five csa three delta lima,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_001305_001515_AT_glm_l2arctic.wav,eight five six descend flight level eight zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_001569_001741_PI_glm_l2arctic.wav,descend flight level eight zero speed bird eight five s,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_002537_002722_PI_glm_l2arctic.wav,praha radar swiss four nine eight yankee,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_002770_003190_PIAT_glm_l2arctic.wav,go ahead we can accpet short vectors so six miles is fine for us,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_003297_003822_AT_glm_l2arctic.wav,roger expect vectors for short approach and what s about visual approach,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_004063_004216_PI_glm_l2arctic.wav,visual is also ok,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_004328_004680_AT_glm_l2arctic.wav,roger in this case cleared for visual approach runway,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_004748_005364_PIAT_glm_l2arctic.wav,one three qnh is one zero one nine cleared visual one zero one nine swiss four nine eight yankee,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_005768_006128_AT_glm_l2arctic.wav,eight five six and continue present heading,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_006177_006447_AT_glm_l2arctic.wav,number two at sequence currently free speed,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3JvJp_006529_006698_PI_glm_l2arctic.wav,maintain heading with the free free sp,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3Sien_000159_000811_AT_glm_l2arctic.wav,csa seven nine one descend flight level nine zero contact ruzyne radar one one nine decimal zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3Sien_000900_001071_PI_glm_l2arctic.wav,descend flight level nine zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3Sien_001099_001352_PI_glm_l2arctic.wav,one one nine decimal zero csa seven nine one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3Sien_001517_001737_PI_glm_l2arctic.wav,yne radar csa three seven bravo reaching flight level one,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A3Sien_001953_002461_AT_glm_l2arctic.wav,csa three seven bravo radar radar contact descend flight level one five zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A5tSeL_000000_000531_PI_glm_l2arctic.wav,praha good evening lufthansa two victor charlie descending level one seven zero we have information lima,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A5tSeL_000611_001397_AT_glm_l2arctic.wav,lufthansa two victor charlie praha radar radar contact descend flight level one zero zero no speed restrictions lima correct,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A5tSeL_001457_001689_PI_glm_l2arctic.wav,two victor charlie descend flight level one hundred own spee,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_000229_000647_PI_glm_l2arctic.wav,praha good morning swiss four six zero tango descending level one seven zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_001209_001834_AT_glm_l2arctic.wav,morning swiss four six zero tango praha radar radar contact descend flight level one three zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_001868_002112_AT_glm_l2arctic.wav,correct information kilo qnh one zero two two,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_002252_002352_PI_glm_l2arctic.wav,correct three zero info,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_002444_002632_PI_glm_l2arctic.wav,qnh one zero two two swiss four six zero,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a9NltJ_002691_002917_AT_glm_l2arctic.wav,all incoming traffic current information is kilo now,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A44k7Q_000000_000542_AT_glm_l2arctic.wav,sky travel six six one turn left heading one five zero cleared for ils approach runway one three,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-A44k7Q_000579_000980_PI_glm_l2arctic.wav,heading one five zero cleared ils one three sky travel six,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a708rn_000164_000535_AT_glm_l2arctic.wav,csa nine seven eight after passing ten dme proceed to bodal,glm_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_APP-a708rn_000585_000759_PI_glm_l2arctic.wav,ter ten dme proceed to bodal csa,glm_tts,l2arctic
