audio_filename,transcript,supcon_id,supcon_ngram_n
dataset/UWB/uwb-atcc_ACCU-m6Q3G7_000000_000275_AT.wav,lufthansa seven three eight climb flight level three three zero,688,7
dataset/UWB/uwb-atcc_ACCU-m6Q3G7_000327_000542_PI.wav,lufthansa seven three eight climb flight level three three zero,688,7
dataset/UWB/uwb-atcc_ACCU-M6Uham_000000_000409_AT.wav,singapore three two six contact munchen one three two decimal one five five,382,9
dataset/UWB/uwb-atcc_ACCU-M6Uham_000535_000784_PI.wav,one three two decimal one five five good bye,716,7
dataset/UWB/uwb-atcc_ACCU-M6Uham_001434_001798_AT.wav,seven four two one descend flight level two nine zero,703,7
dataset/UWB/uwb-atcc_ACCU-M6Uham_001834_002060_PI.wav,level two nine zero seven four two one,1420,4
dataset/UWB/uwb-atcc_ACCU-M6Uham_002464_002561_PI.wav,radar good evening,-1,-1
dataset/UWB/uwb-atcc_ACCU-M6Uham_002583_002749_PI.wav,hansa five five hotel passing,-1,-1
dataset/UWB/uwb-atcc_ACCU-M6Uham_002847_003030_PI.wav,climb level two eight zero,1455,4
dataset/UWB/uwb-atcc_ACCU-M6Uham_003110_003433_AT.wav,lufthansa five alfa hotel praha radar contact,1410,4
dataset/UWB/uwb-atcc_ACCU-M9cRNr_000115_000609_PI.wav,prague aero flot one two four is possible request climb flight level three five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-M9cRNr_001038_001403_AT.wav,aero flot one two four roger climb to flight level three five zero,950,6
dataset/UWB/uwb-atcc_ACCU-M9cRNr_001436_001678_PI.wav,three four zero aero flot one two four,1413,4
dataset/UWB/uwb-atcc_ACCU-M9cRNr_002234_002789_AT.wav,connie five zero one contact bratislava one three four decimal four seven five,375,9
dataset/UWB/uwb-atcc_ACCU-M9cRNr_002888_003082_PI.wav,connie five zero one one three four,-1,-1
dataset/UWB/uwb-atcc_ACCU-M9cRNr_003343_003918_AT.wav,sun express three two seven contact bratislava one three four decimal four seven five,375,9
dataset/UWB/uwb-atcc_ACCU-M9cRNr_004602_005179_AT.wav,etihad zero one eight contact bratislava one three four decimal four seven five,244,10
dataset/UWB/uwb-atcc_ACCU-M9cRNr_005223_005732_PI.wav,bratislava one three four decimal four seven five etihad zero one eight good night,516,8
dataset/UWB/uwb-atcc_ACCU-MahOjr_000126_000651_AT.wav,twojet four one six proceed to odnem and contact praha one three four decimal five nine zero good b,369,9
dataset/UWB/uwb-atcc_ACCU-MahOjr_000825_001301_PI.wav,direct odnem contact praha one three four five nine zero twojet four one six bye bye,704,7
dataset/UWB/uwb-atcc_ACCU-MAmseH_000121_000375_AT.wav,lufthansa eight victor romeo proceed direct rape,-1,-1
dataset/UWB/uwb-atcc_ACCU-MAmseH_000448_000523_PI.wav,lufthansa eight victo,1727,2
dataset/UWB/uwb-atcc_ACCU-mcqzbo_000151_000537_PI.wav,praha reach six four six flight level two nine zero,1190,5
dataset/UWB/uwb-atcc_ACCU-mcqzbo_000688_000969_AT.wav,reach six four six praha radar contact,1417,4
dataset/UWB/uwb-atcc_ACCU-mcqzbo_001029_001348_AT.wav,lufthansa four uniform alfa climb flight level three four zero,535,8
dataset/UWB/uwb-atcc_ACCU-mcqzbo_001415_001705_PI.wav,lufthansa four uniform alfa climb flight level three four zero,535,8
dataset/UWB/uwb-atcc_ACCU-mcqzbo_001909_002353_AT.wav,lufthansa seven juliett alfa contact rhein one three three two eight five,531,8
dataset/UWB/uwb-atcc_ACCU-mcqzbo_002353_002743_PI.wav,one three three two eight five lufthansa seven juliett alfa thank you,911,6
dataset/UWB/uwb-atcc_ACCU-mcqzbo_003785_004316_AT.wav,lufthansa four uniform alfa contact rhein one three three decimal two eight five,355,9
dataset/UWB/uwb-atcc_ACCU-mcqzbo_004372_004677_PI.wav,lufthansa four uniform alfa one three three two eight five,940,6
dataset/UWB/uwb-atcc_ACCU-mcqzbo_005315_005995_AT.wav,turkish one five two seven call me on one three three correction one three two zero six five,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_006067_006351_PI.wav,three two zero six five turkish one five two seven,1163,5
dataset/UWB/uwb-atcc_ACCU-mcqzbo_006534_006945_AT.wav,aero flot two five five call me on one three two zero six five,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_007081_007388_PI.wav,three two zero six five aero flot two five five,1163,5
dataset/UWB/uwb-atcc_ACCU-mcqzbo_007454_007825_AT.wav,vietnam five three four call me on one three two eight nine zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_007895_008366_PI.wav,one toodle one three two four eight nine zero vietnam five two four good day,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_008512_009084_AT.wav,czech holiday seven four two zero contact vienna one three four decimal four four zero bye bye,353,9
dataset/UWB/uwb-atcc_ACCU-mcqzbo_009084_009427_PI.wav,one three four decimal four four zero czech holiday seven four two zero,710,7
dataset/UWB/uwb-atcc_ACCU-mcqzbo_009531_009904_PI.wav,one five two seven one three two point zero six five,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_009932_010034_AT.wav,hello,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_010095_010438_AT.wav,lufthansa eight lima juliett call me on one three two eight nine zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_010659_011050_PI.wav,one three two eight nine zero lufthansa eight lima juliett,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_011182_011578_PI.wav,vietnam five three four good afternoon flight level two three zero,1182,5
dataset/UWB/uwb-atcc_ACCU-mcqzbo_011679_011957_AT.wav,vietnam five three four praha radar contact,1402,4
dataset/UWB/uwb-atcc_ACCU-mcqzbo_012092_012751_AT.wav,ascot six six three four contact praha one three one three three decimal three nine zero bye bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_012926_013328_PI.wav,radar csa five seven hello descending three two zero to,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_013422_013710_AT.wav,csa eight five seven praha ahoj radar contact standby,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_013955_014456_AT.wav,ascot six six three nine contact praha one three three three nine zero,522,8
dataset/UWB/uwb-atcc_ACCU-mcqzbo_014504_014769_PI.wav,one three three decimal three nine zero ascot six six five nine good bye,701,7
dataset/UWB/uwb-atcc_ACCU-mcqzbo_014933_015486_PI.wav,radar good afternoon lufthansa eight lima juliett flight level three one zero inbound nagava,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_015993_016717_PI.wav,praha eight nine nine passing flight level two seven zero climbing two eight zero inbound rapet standing for higher,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_016738_017177_AT.wav,twin star eight nine three praha radar contact climb flight level three two zero,368,9
dataset/UWB/uwb-atcc_ACCU-mcqzbo_017248_017571_PI.wav,climbing to flight level three two zero twin star eight nine three,-1,-1
dataset/UWB/uwb-atcc_ACCU-mcqzbo_017631_017896_AT.wav,lufthansa eight lima juliett praha radar contact,-1,-1
dataset/UWB/uwb-atcc_ACCU-mdS0vB_000128_000776_PI.wav,praha radar wizz air five three five descending flight level three five zero now passing three seven fou,-1,-1
dataset/UWB/uwb-atcc_ACCU-mdS0vB_000823_000969_PI.wav,direct dokel,-1,-1
dataset/UWB/uwb-atcc_ACCU-mdS0vB_001003_001569_AT.wav,wizz air five three five praha hello radar contact descend flight level two nine zero level by tomti,123,11
dataset/UWB/uwb-atcc_ACCU-mdS0vB_001596_002072_PI.wav,descending flight level two nine zero be level over tomti wizz air five three five,-1,-1
dataset/UWB/uwb-atcc_ACCU-Me20qQ_000062_000824_PIAT.wav,radar hello easy four six zero bravo flight level three one zero easy four six zero bravo praha hello radar contact climb flight level three,-1,-1
dataset/UWB/uwb-atcc_ACCU-Me20qQ_000894_001213_PI.wav,climb flight level three four zero easy four six zero bravo,902,6
dataset/UWB/uwb-atcc_ACCU-Me20qQ_001286_001957_PIAT.wav,praha radar good morning lufthansa two five two six level two five six climbing three one zero lufthansa two five two six praha hello radar contact,-1,-1
dataset/UWB/uwb-atcc_ACCU-MeFW3V_000186_000960_PIAT.wav,dynasty zero six two contact bratislava one two five decimal nine six five good bye one two five nine six five dynasty zero six two bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-MeFW3V_001743_001996_AT.wav,qatari six zero five six proceed direct romis,1392,4
dataset/UWB/uwb-atcc_ACCU-MeFW3V_002023_002250_PI.wav,to romis qatari six zero five six,1392,4
dataset/UWB/uwb-atcc_ACCU-MeFW3V_003227_003885_AT.wav,ryan air eight zero eight eight climb to flight level three four zero and contact praha one three four decimal five nine zero good bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-MeFW3V_003989_004471_PI.wav,climb flight level three four zero praha one three four five nine zero ryan air eight zero eight eight good bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-MeFW3V_005364_005894_AT.wav,croatian four eight one contact wien one three four decimal four four zero good bye,383,9
dataset/UWB/uwb-atcc_ACCU-MeFW3V_006000_006324_PI.wav,one three four four four zero croatian four eight one bye,896,6
dataset/UWB/uwb-atcc_ACCU-MeFW3V_007019_007437_AT.wav,bluefin seven nine zero climb to flight level three four zero level by kelnu,674,7
dataset/UWB/uwb-atcc_ACCU-MeFW3V_007480_008011_PI.wav,three four zero level by kelnu lufthansa bluefin seven nine zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mfFOm6_000000_000413_AT.wav,lufthansa two four three four climb flight level three four zero,713,7
dataset/UWB/uwb-atcc_ACCU-mfFOm6_000509_000713_PI.wav,two four three four climbing level three four zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_000146_000562_PI.wav,lufthansa two echo kilo hello climb flight level three four zero,902,6
dataset/UWB/uwb-atcc_ACCU-MfOs0v_000656_000902_AT.wav,lufthansa two echo kilo praha radar co,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_001358_001966_PI.wav,lufthansa two echo kilo request to make an offset to the left because of wake turbule,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_002056_002135_AT.wav,approved,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_002338_002570_PI.wav,klm one eight four six passing level three one zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_002635_003157_PIAT.wav,klm one eight four six climb flight level three four zero flight level three four zero klm one eight four six,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_003157_003596_AT.wav,siberia eight nine eight contact praha one three three three nine zero bye bye,522,8
dataset/UWB/uwb-atcc_ACCU-MfOs0v_003775_004019_PI.wav,one two three three three zero siberia eight nine eight,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_004130_004642_PIAT.wav,negative three three three nine zero ok two three three nine zero siberia eight nine e,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_005137_005276_AT.wav,klm one eight four,1411,4
dataset/UWB/uwb-atcc_ACCU-MfOs0v_005276_005957_PIAT.wav,six contact praha one three three decimal three nine zero one three three three nine zero klm one eight four six,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_006486_007070_AT.wav,easy eight one six lima contact praha one three three decimal four one zero good bye,347,9
dataset/UWB/uwb-atcc_ACCU-MfOs0v_007093_007414_PI.wav,one three three four one zero easy four one six lima bye bye,907,6
dataset/UWB/uwb-atcc_ACCU-MfOs0v_007756_008243_AT.wav,lufthansa four correction lufthansa two alfa charlie proceed direct rapet,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_009455_009806_AT.wav,lot three nine one descend flight level two nine zero,703,7
dataset/UWB/uwb-atcc_ACCU-MfOs0v_010134_010366_PI.wav,descend level two nine zero lot three nine one,1170,5
dataset/UWB/uwb-atcc_ACCU-MfOs0v_011419_012010_AT.wav,lufthansa two alfa charlie when ready descend flight level three zero zero to reach by rapet,360,9
dataset/UWB/uwb-atcc_ACCU-MfOs0v_012010_012262_PI.wav,when ready flight level three hundred reach by rapet lufthans,-1,-1
dataset/UWB/uwb-atcc_ACCU-MfOs0v_012262_012346_PI.wav,romeo charlie,-1,-1
dataset/UWB/uwb-atcc_ACCU-MFuWk5_000081_000555_AT.wav,lufthansa nine whiskey alfa contact praha one three five decimal one three five,362,9
dataset/UWB/uwb-atcc_ACCU-MFuWk5_000612_000802_PI.wav,three five one three five bye bye lufthansa,1139,5
dataset/UWB/uwb-atcc_ACCU-MFuWk5_000823_000897_PI.wav,nine whiskey alfa,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_000000_000729_AT.wav,xanadu three zero zero nine contact bratislava one three four decimal four seven five bye bye,231,10
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_000874_001413_PI.wav,bratislava one three four decimal four seven five xanadu two zero zero nine bye bye,516,8
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_002285_002458_PI.wav,praha good evening thompson,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_002501_002642_PI.wav,one five level three eight,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_002747_003251_AT.wav,thompson two one five praha good evening radar contact proceed kemad,1160,5
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_003615_003688_PI.wav,kemad,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mh1Gmz_003757_003835_PI.wav,two one five,1585,3
dataset/UWB/uwb-atcc_ACCU-Mhjlfo_000163_000333_AT.wav,lufthansa cargo eight fo,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mhjlfo_000516_000590_AT.wav,act bratis,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mhjlfo_001073_001344_PI.wav,two three five five lufthansa cargo eight four five two,957,6
dataset/UWB/uwb-atcc_ACCU-MHV2F0_000121_000465_PI.wav,praha good evening finn air seven six eight juliett passing level two six,-1,-1
dataset/UWB/uwb-atcc_ACCU-MHV2F0_000486_000659_PI.wav,climbing up to level two eight zero,1455,4
dataset/UWB/uwb-atcc_ACCU-MHV2F0_000754_001180_PI.wav,finn air seven six eight juliett praha good day radar contact climb flight level three four zero,510,8
dataset/UWB/uwb-atcc_ACCU-MHV2F0_001214_001611_PI.wav,flight level three four zero finn air seven six eight juliett any direct route,-1,-1
dataset/UWB/uwb-atcc_ACCU-MHV2F0_001698_001779_AT.wav,standby,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_000131_000629_AT.wav,wizz air four mike romeo contact warsaw one three four decimal eight seven five good bye,376,9
dataset/UWB/uwb-atcc_ACCU-mI9gTd_000737_001106_PI.wav,one three four decimal eight seven five wizair four mike romeo bye bye,696,7
dataset/UWB/uwb-atcc_ACCU-mI9gTd_001293_001916_PI.wav,prague radar good morning cathay zero six eight maintain flight level three three zero inbound omelo,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_002112_002384_AT.wav,cathay zero six eight hello radar contact,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_002554_002793_PI.wav,prague if possible request proceed direct to,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_002813_003004_PI.wav,cathay zero six eight,1735,2
dataset/UWB/uwb-atcc_ACCU-mI9gTd_003026_003386_AT.wav,cathay zero six eight after passing omelo proceed romis,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_003493_004004_PIAT.wav,confirm after omelo direct romis affirm after passing omelo direct romis,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_004089_004504_PI.wav,copy and when possible request climb flight level three five zero catha,950,6
dataset/UWB/uwb-atcc_ACCU-mI9gTd_004622_004711_AT.wav,standby,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_004741_004871_PI.wav,standing by cathay zero si,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_005919_006135_AT.wav,singapore two five proceed direct dibet,-1,-1
dataset/UWB/uwb-atcc_ACCU-mI9gTd_006219_006481_PI.wav,oger direct dibet singapore two five thank you,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_000085_000405_PI.wav,praha good morning lufthansa seven two seven cheb climbing up to level three four zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_000495_001017_AT.wav,lufthansa seven two seven praha good morning radar contact descend to flight level three four zero,363,9
dataset/UWB/uwb-atcc_ACCU-Mij7q5_001069_001287_PI.wav,lufthansa seven two seven descending flight level three four zero,1154,5
dataset/UWB/uwb-atcc_ACCU-Mij7q5_001424_001643_PI.wav,ha csa four zero seven level three,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_001791_001864_PI.wav,three five zero,1591,3
dataset/UWB/uwb-atcc_ACCU-Mij7q5_001979_002613_AT.wav,csa four zero seven praha radar contact descend to flight level one three zero,384,9
dataset/UWB/uwb-atcc_ACCU-Mij7q5_002613_002812_AT.wav,and vlm one romeo arrival,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_002850_003066_PI.wav,vlm one romeo descend level one three zero,1456,4
dataset/UWB/uwb-atcc_ACCU-Mij7q5_003465_004094_PIAT.wav,sky travel one one nine two climb flight level three four zero climb flight level three four zero sky travel one one nine two,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_004197_004802_PI.wav,praha radar skytraval one one zero two passing one zero nine climbing one six zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_004870_005444_AT.wav,sky travel one one zero two praha radar contact climb to flight level three one zero proceed to pisam,238,10
dataset/UWB/uwb-atcc_ACCU-Mij7q5_005534_005695_PI.wav,climb three one zero direct to pisa,1648,3
dataset/UWB/uwb-atcc_ACCU-Mij7q5_005934_006045_PI.wav,two two,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mij7q5_006673_006762_PI.wav,a tedka,-1,-1
dataset/UWB/uwb-atcc_ACCU-mk17TF_000073_000509_AT.wav,lufthansa four one alfa contact wien one three one three five zero good day,523,8
dataset/UWB/uwb-atcc_ACCU-mk17TF_000556_000935_PI.wav,wien on one three one three five zero lufthansa four one alfa good evning,948,6
dataset/UWB/uwb-atcc_ACCU-mk17TF_001086_001526_AT.wav,austrian five five alfa delta after passing flight level three two zero direct to ra,-1,-1
dataset/UWB/uwb-atcc_ACCU-mk17TF_001679_002252_PIAT.wav,assing level three two zero direct to rapet austrian five five alfa delta thank you you are welcome,-1,-1
dataset/UWB/uwb-atcc_ACCU-mLSJGj_000093_000473_PI.wav,radar good morning majesty one three one level two seven zero ov,-1,-1
dataset/UWB/uwb-atcc_ACCU-mLSJGj_000592_001154_AT.wav,majesty one three one hello radar contact climb flight level three four zero and confirm requested cruising level,510,8
dataset/UWB/uwb-atcc_ACCU-mLSJGj_001274_001629_PI.wav,climb flight level three four zero and final request,902,6
dataset/UWB/uwb-atcc_ACCU-mLSJGj_001680_001763_PI.wav,e six zero,1709,2
dataset/UWB/uwb-atcc_ACCU-mLSJGj_001986_002159_AT.wav,lufthansa six juliett fo,-1,-1
dataset/UWB/uwb-atcc_ACCU-mLSJGj_002159_002815_AT.wav,xtrot now climb to flight level three four zero and contact rhein one three three decimal two eight five,355,9
dataset/UWB/uwb-atcc_ACCU-mLSJGj_002953_003590_PI.wav,lufthansa six juliett foxtrot climbing flight level three four zero rhein one three three decimal two eight five,-1,-1
dataset/UWB/uwb-atcc_ACCU-mLSJGj_003707_004186_AT.wav,air berlin one four six victor contact wien one three one decimal three five zero,378,9
dataset/UWB/uwb-atcc_ACCU-mLSJGj_004308_004712_PI.wav,one three five zero bye bye niki correction air berlin one four six victor,-1,-1
dataset/UWB/uwb-atcc_ACCU-mMhvNs_000000_000268_PI.wav,praha radar austrian one seven six,-1,-1
dataset/UWB/uwb-atcc_ACCU-mMhvNs_000308_000641_PI.wav,passing flight level three six two descending three five zero overhead ko,-1,-1
dataset/UWB/uwb-atcc_ACCU-mMhvNs_000731_001517_PIAT.wav,austrian one seven six papa hello radar contact descend flight level two nine zero continue descend to flight level two nine zero austrian one seven six papa,-1,-1
dataset/UWB/uwb-atcc_ACCU-mmkoJF_000181_000658_AT.wav,ryan air six seven two eight contact praha one two seven one two five good day,367,9
dataset/UWB/uwb-atcc_ACCU-mmkoJF_000728_001083_PI.wav,one two seven one two five ryan air six seven two eight thank you bye bye,521,8
dataset/UWB/uwb-atcc_ACCU-mmkoJF_001083_001594_AT.wav,air berlin one one five quebec contact praha one three three three nine zero good day,522,8
dataset/UWB/uwb-atcc_ACCU-mmkoJF_001594_001936_PI.wav,one three three three nine zero good day one one five quebec,906,6
dataset/UWB/uwb-atcc_ACCU-mMz44y_000092_000455_PI.wav,praha tarom three zero two request final level three three zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mMz44y_000609_001134_PIAT.wav,tarom three zero two climb to flight level three three zero flight level three three zero tarom three zero two thanks,-1,-1
dataset/UWB/uwb-atcc_ACCU-MN7VXF_000106_000588_AT.wav,german wings two one four one contact munich one three two decimal one five five bye,233,10
dataset/UWB/uwb-atcc_ACCU-MN7VXF_000737_000939_PI.wav,wings one four one one two two one five five,-1,-1
dataset/UWB/uwb-atcc_ACCU-MN7VXF_001003_001260_AT.wav,one three two decimal one five five,716,7
dataset/UWB/uwb-atcc_ACCU-MN7VXF_001284_001630_PI.wav,german wings one four one one three two one five five,939,6
dataset/UWB/uwb-atcc_ACCU-mp2Wcu_000183_000592_AT.wav,lufthansa seven juliett alfa climb flight level three three zero,904,6
dataset/UWB/uwb-atcc_ACCU-mp2Wcu_000705_001010_PI.wav,lufthansa seven juliett alfa climbing level three three zero,1155,5
dataset/UWB/uwb-atcc_ACCU-mQygIj_000000_000552_AT.wav,malaysian two one contact warsaw one two zero decimal nine five zero good bye,372,9
dataset/UWB/uwb-atcc_ACCU-mQygIj_000610_000944_PI.wav,one two zero nine five good bye air malaysian two one,-1,-1
dataset/UWB/uwb-atcc_ACCU-mQygIj_001485_001904_PI.wav,praha wizz air four mike romeo climb level three four zero on course,-1,-1
dataset/UWB/uwb-atcc_ACCU-mQygIj_001997_002258_AT.wav,wizz air four mike romeo hello radar contact,-1,-1
dataset/UWB/uwb-atcc_ACCU-MRfaBb_000062_000386_PI.wav,reach one two zero flight level three one zero,1151,5
dataset/UWB/uwb-atcc_ACCU-MRfaBb_000432_000642_AT.wav,reach one two zero praha hello radar con,1443,4
dataset/UWB/uwb-atcc_ACCU-MsMw9Y_000000_000384_AT.wav,lot three six mike continue present heading for shortcut,-1,-1
dataset/UWB/uwb-atcc_ACCU-MsMw9Y_000426_000571_PI.wav,continue heading for shortcut lot,-1,-1
dataset/UWB/uwb-atcc_ACCU-MsMw9Y_000605_000753_PI.wav,three seven mike thank you,1771,2
dataset/UWB/uwb-atcc_ACCU-MsMw9Y_001471_001720_AT.wav,ryan air two uniform echo now flight level thr,1188,5
dataset/UWB/uwb-atcc_ACCU-MsMw9Y_001720_002317_AT.wav,ee six zero is available so for climb contact praha one three three three nine zero,522,8
dataset/UWB/uwb-atcc_ACCU-MT6BqW_000138_000479_AT.wav,csa seven seven three turn left one zero degrees for spacing,-1,-1
dataset/UWB/uwb-atcc_ACCU-MT6BqW_000623_000698_PI.wav,turn left cs,-1,-1
dataset/UWB/uwb-atcc_ACCU-mt9gy5_000093_000788_AT.wav,lufthansa cargo eight five zero nine resume own navigation direct rapet and contact munich one three two decimal one five five good bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-mt9gy5_000918_001382_PI.wav,one three two one five five and rapet direct lufthansa cargo thank you,939,6
dataset/UWB/uwb-atcc_ACCU-mt9gy5_001820_002175_AT.wav,lufthansa two alfa foxtrot resume own navigation direct lagar,-1,-1
dataset/UWB/uwb-atcc_ACCU-mt9gy5_002299_002541_PI.wav,direct lagar lufthansa two alfa fox,-1,-1
dataset/UWB/uwb-atcc_ACCU-mU0Tyg_000072_000500_AT.wav,csa eight nine delta sierra when ready descend to flight level one one zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mU0Tyg_001304_001717_AT.wav,csa nine delta sierra when ready descend flight level one one zero,937,6
dataset/UWB/uwb-atcc_ACCU-mU0Tyg_001771_002173_PI.wav,csa nine delta sierra when ready we ll descend flight level one one zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-mv6e25_000000_000411_AT.wav,lufthansa eight whiskey tango descend flight level two nine zero,921,6
dataset/UWB/uwb-atcc_ACCU-mv6e25_000497_000847_PI.wav,lufthansa eight whiskey tango descending level two nine zero,1159,5
dataset/UWB/uwb-atcc_ACCU-mv6e25_001002_001616_PIAT.wav,lufthansa three alfa november descend flight level three zero zero lufthan three alfa november descending three hundred,-1,-1
dataset/UWB/uwb-atcc_ACCU-mv6e25_001762_002108_AT.wav,lot three zero six descend flight level two nine zero,726,7
dataset/UWB/uwb-atcc_ACCU-mv6e25_002145_002280_PI.wav,descending level two nine,1751,2
dataset/UWB/uwb-atcc_ACCU-mv6e25_002307_002380_PI.wav,lot three zero s,1748,2
dataset/UWB/uwb-atcc_ACCU-mv6e25_002615_002866_AT.wav,hansa eight whiskey tango contact praha one three fi,-1,-1
dataset/UWB/uwb-atcc_ACCU-mv6e25_002866_003482_PI.wav,decimal one three five good bye one three five one three five lufthansa eight whiskey tango thank you bye,683,7
dataset/UWB/uwb-atcc_ACCU-MVo0uL_000075_000544_PI.wav,connie two four six contact munchen one three one zero five five,928,6
dataset/UWB/uwb-atcc_ACCU-MVo0uL_000586_000944_PI.wav,one three one zero five five connie two four six,928,6
dataset/UWB/uwb-atcc_ACCU-Mzp0HR_000057_000420_AT.wav,lufthansa zero nine hotel proceed direct bumil,-1,-1
dataset/UWB/uwb-atcc_ACCU-Mzp0HR_000453_000650_PI.wav,direct bumil zero nine hotel,-1,-1
dataset/UWB/uwb-atcc_ACCU-N2uHMJ_000119_000714_PI.wav,praha radar csa three five delta flight level three seven five descend flight level three five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-N2uHMJ_001669_001777_AT.wav,station calling,1746,2
dataset/UWB/uwb-atcc_ACCU-N2uHMJ_001805_002280_PI.wav,csa three five delta flight level three seven zero descend flight level three five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-N2uHMJ_002442_003133_AT.wav,csa three five delta praha radar contact descend to flight level two five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-N2uHMJ_003174_003478_PI.wav,descending flight level two five zero csa three five delta,-1,-1
dataset/UWB/uwb-atcc_ACCU-N4qkLW_000000_000292_AT.wav,csa four bravo echo climb to flight level three five zero,950,6
dataset/UWB/uwb-atcc_ACCU-N4qkLW_000492_000888_PI.wav,climbing flight level three five zero csa four bravo echo,1142,5
dataset/UWB/uwb-atcc_ACCU-N4qkLW_001323_001704_PI.wav,praha klm eight seven one maintaining three three zero makal,-1,-1
dataset/UWB/uwb-atcc_ACCU-N4qkLW_002811_002945_PI.wav,praha klm eight seven one,-1,-1
dataset/UWB/uwb-atcc_ACCU-N4qkLW_003051_003431_AT.wav,klm eight seven one hello radar contact maintain flight level three three zero,536,8
dataset/UWB/uwb-atcc_ACCU-N4qkLW_004481_004983_PI.wav,praha csa nine three three we re passing level two six one climbing two eight zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-N4qkLW_004983_005387_AT.wav,csa nine two two hello radar contact climb to flight level three four zero,510,8
dataset/UWB/uwb-atcc_ACCU-N4qkLW_005414_005679_PI.wav,climb to flight level three four zero csa nine two two,681,7
dataset/UWB/uwb-atcc_ACCU-N4qkLW_005769_006260_AT.wav,csa four bravo echo contact vienna one three four decimal four four zero good bye,353,9
dataset/UWB/uwb-atcc_ACCU-N4qkLW_006353_006762_PI.wav,we are now one three four four five zero csa four bravo echo,-1,-1
dataset/UWB/uwb-atcc_ACCU-N4qkLW_007750_008040_AT.wav,csa nine two two report requested flight level,1457,4
